DeviceID,SensorData,Location,CloudCommunicationCost,CloudComputationCost,FogCommunicationCost,FogComputationCost,BlindedSensorData,ProxyProcessingTime,ProxyProcessingEfficiency,ProxyProcessingAccuracy,PossessionCheckTime,PossessionCheckResult,ModelEfficiency,ModelAccuracy
b98bdd2a-40bb-4727-af29-e8b60126de0e,27,East Aliciaton,2.658940368695335,15.072895852940725,4.610087370182335,1.0835352030029521,27.40705582490323,0.15494126895565194,0.8677168552957285,0.918324076751523,2.0653134270620157,True,0.7252603330899325,0.8703163040701674
37044f69-5a77-439f-b9a8-d61902764269,11,Josephport,2.3825963287593686,13.211415037850383,0.5036823997978196,8.605292394440285,11.40705582490323,1.06077053442276,0.9158377922137053,0.8810440540395044,1.6813163262824709,False,0.9275495046391693,0.9349910043197941
b37af9f6-a011-458e-8cc1-e25223bf44fd,22,Cainmouth,6.496805886249257,19.73386253926008,1.4542768130211807,2.9188912040251456,22.40705582490323,0.3195928191694861,0.7618891262496326,0.9392918567593118,1.2134520993860975,True,0.9389828058693607,0.8080388031658389
d5d1ef21-745d-4d31-943f-8787eed3a4fe,45,East Kristin,5.659000837395774,13.482437185252156,1.1012134407995855,3.8099261195406102,45.40705582490323,1.596965295409757,0.9311814287821337,0.8992307871626309,0.35073169062764575,False,0.8258894967816395,0.9011441518505626
e3581acb-c6e4-4f69-919f-a421d0135cf0,45,South Lisa,4.8894547823714785,16.11364742329677,4.010129061882859,3.3978024095978725,45.40705582490323,1.5578709796281802,0.9153827946859596,0.9160147158911439,0.7095290937445933,True,0.7853863134004281,0.9254981375758569
fd232a49-0269-4733-91d9-36e7b251fe60,11,East Kurt,7.014128029672702,14.276619151695996,4.567739165086877,6.109543426305029,11.40705582490323,1.0723724937017656,0.9276806061050435,0.8069589803324382,0.6575807854378108,False,0.9273929690422075,0.8822031148991295
02833f16-abaa-458c-8b3c-630bc48c66c5,62,West Kellyton,2.5709667673211642,16.747188384836065,2.355056729475522,9.700705383223303,62.40705582490323,1.3284843551544714,0.7089771136609905,0.9866404822046709,2.3082804504351304,True,0.7816374984789752,0.829349158340572
59b5d620-73de-4ed6-9dbc-45d7d0a2c3ad,77,Lake Douglas,4.41740070166596,9.015045544349817,4.290882988741758,6.2002616398980726,77.40705582490322,1.617506565608307,0.7765208467498339,0.8741302101864057,1.2507260575350705,True,0.7661546454320047,0.8653579212718229
fcd980be-454b-4a1a-ac71-e3dca117bc5f,51,Sandraburgh,4.0049916959000615,16.967192614733634,3.8327578565715057,6.121633793543904,51.40705582490323,0.4029534021226675,0.7110229084055968,0.9103072222871413,2.3201039527933833,False,0.9058895286083254,0.8659301960473765
88cf4901-def2-48c1-8703-842484a1780c,37,Medinaton,4.887194493191883,9.165726495947991,1.4011534510462051,1.4491835607052417,37.40705582490323,1.670397722653781,0.9123864125013978,0.9758519725120143,1.2350472229827993,False,0.8797538260618408,0.9843805523085822
04c27a61-314b-44a9-89d4-fac26ed34837,34,North Johnshire,5.783912945452936,8.955003813985241,2.4427964151352146,3.7109634666633657,34.40705582490323,1.313503729710639,0.8218213555220053,0.9347904308544168,2.6136827891722767,True,0.7396428748568648,0.888534836735256
b58c124e-69f9-4359-a3b2-e1a918cd8d97,80,Donaldshire,5.851078861480741,13.056737543441399,1.6174286302139698,5.421050495577424,80.40705582490322,1.1153900528117253,0.7722279689020577,0.9650138658681591,2.39165225461986,True,0.8440946721816,0.8301343860166364
ac2b7303-04e1-4a3b-81cb-3f6b3d73d4b1,53,Jerryborough,4.0766696140787015,10.099936298311583,1.203679178835783,3.6386039622792374,53.40705582490323,0.8693926994687765,0.7647169462376413,0.9582494570375424,2.510628484776549,False,0.9464734681231676,0.9458447957242986
927c4e00-4b32-4c74-8489-904e33e2348a,83,Fergusonfort,4.855586064026049,16.730911372576763,3.8446099812505166,8.522262863072049,83.40705582490322,1.787912510502003,0.9741911298351598,0.8003742755103447,1.5708903353347174,False,0.8893789079504725,0.923774914886742
65e2cc26-4ac8-45db-83b6-6a656f07f10d,55,Lake Haleyfort,8.015278337388198,16.34480762674163,4.429668739537057,1.294866745742035,55.40705582490323,0.6163552677052605,0.7717005415363558,0.8887555846470183,2.7535319978821566,True,0.8758161287406239,0.9652620885312563
4a19a993-6406-4a2b-a8dd-e8e0e90903f3,41,North Danafort,9.336687640322475,13.321837428149127,1.703789034438858,4.896888272133012,41.40705582490323,1.417793465514351,0.8372231835090884,0.9621563691299198,1.2028088949594162,True,0.8160450859185544,0.8721926107720192
6c928401-7bc9-48b8-acf7-f7d458a1c76d,62,West Dawnbury,8.6598938546353,6.621009393378212,2.4168099145508717,5.395186268196157,62.40705582490323,1.9672892012634307,0.8505210849807658,0.8498063348007867,0.9998572953309561,False,0.8109018216459503,0.861257155841696
83cf42d2-4169-4ead-971e-dca4fbd47c9e,37,Port Deborahmouth,9.835312575482403,10.17092979164531,1.6556868648747263,8.181628556607002,37.40705582490323,1.6114905360244902,0.9792815033895252,0.8704758320779227,2.3159300088143513,False,0.7471770656969634,0.9534474787933027
97219c82-f0f1-48b4-aa82-2782d6e73b1c,33,South Benjaminton,4.840612793268105,17.49846554405781,1.149530873276732,8.460395797603487,33.40705582490323,1.0707651144415875,0.7912110252203454,0.8053415396087775,2.9576094289970642,False,0.9363275818699629,0.8153551016706115
7c140dc7-a658-4e2c-bf80-81f22852faec,42,Wayneland,5.867281826568206,17.762238328877878,2.0189549388501646,8.320491940847594,42.40705582490323,1.527911329497217,0.9877913839379434,0.9657387347218817,1.7089910731617746,True,0.9694510057993714,0.9184104036661136
dc87425e-f6d9-4e58-8c26-3513dc016bd7,51,Patrickside,4.069724669202635,9.146028045863245,2.851496812084407,5.143564361905632,51.40705582490323,1.2618353245446359,0.9015997462257288,0.9017806807327242,0.4562275559519615,False,0.8114459569051693,0.820088948572403
09897582-651f-4b44-8c60-1fe2959080de,72,North Betty,9.727126661786471,5.312548935422493,0.8712564377179078,4.302528752584782,72.40705582490322,0.3884333514599967,0.7298390622908558,0.9164585927984461,2.188146535134052,True,0.873965424365247,0.9988862237299342
d9f1f762-9098-4526-8e70-6f8b67054da5,84,Shieldsmouth,8.113559047879331,11.909129664328589,4.373343547515093,7.047584818977481,84.40705582490322,0.3868876619571635,0.8064805403818174,0.825921463382339,2.550017345416383,True,0.862447173470695,0.862830836678625
1e09634c-e45c-4050-aebd-02a82c19f7ae,33,Matthewsstad,1.6130480514228398,13.33035849954826,3.115489628009896,4.126614261438149,33.40705582490323,0.9197201069447638,0.8891777463972415,0.8656513787908808,2.4277858402425343,True,0.9729099424750158,0.8647279772992906
0db32bd3-9d0a-496e-a2ee-f2b524ddde8b,14,East Patricia,4.5577633675577385,9.453277762310812,1.1727481739677823,1.6248322499592347,14.40705582490323,1.1276895427012197,0.9005498464010553,0.8710940793972344,2.097218582573228,True,0.9637287851000664,0.9430553931188008
52c9466f-298f-4185-a771-10158d28411a,16,West Christian,5.151348833901143,12.69623746135848,1.2862643891759593,7.02810573884753,16.40705582490323,0.4991110514977143,0.7066150770850822,0.9799585511086887,0.2652295806572621,True,0.8500257521425089,0.863212277645135
af886c15-d660-4eb0-a079-aabfb6173286,63,North Stephanieside,2.5550548793073187,9.942468588351627,0.9186728124488752,6.263147288812004,63.40705582490323,1.3630003702864613,0.7286617053093213,0.9079758950339624,1.1373179346604034,True,0.8964602668693603,0.9466437433257409
0836cf4a-681f-4447-865e-3bfcf0a7f5e6,49,Mooreview,5.03797998862646,19.46727714296445,2.260555885865995,2.084094605081025,49.40705582490323,0.9897168937532751,0.7516781637585161,0.882304957442619,1.2120753321688942,True,0.824029216492248,0.9619965378278116
4fde9e3c-7d85-491c-bfe7-bd990751d045,53,Saraport,3.215905289512155,15.78368152640571,2.7377875057006733,2.364001199998049,53.40705582490323,1.6588247170297357,0.9582704182675575,0.9844240613939188,2.8034404409225857,False,0.9428397189315361,0.9258584344011584
75e1d4c0-9ec5-49c6-9b30-40f58dc75e84,27,Gregorystad,5.683278758962481,8.157528978213254,3.4897948060547153,3.79474797312431,27.40705582490323,1.0399582768557476,0.904335289151484,0.8356030189151094,1.5411066874179358,True,0.9469444419794677,0.8286856088400527
f36eb4cd-5667-4e8d-a863-d81bdb78ccf0,13,Burnettmouth,7.074737646978649,10.20332456128245,3.296999065984976,9.257930737962315,13.40705582490323,0.7566419971603738,0.707930460600899,0.945189173442563,1.874347766039229,True,0.7433474212473724,0.8972033481794036
5d52350b-582a-4ce8-bde1-82a7f056d1f3,31,Matthewshire,3.7689725732153554,9.531222226318256,4.469445827919767,9.417864465938896,31.40705582490323,0.32546539888727544,0.8330708317139346,0.8320725592431067,1.748410727089856,True,0.7973061908466799,0.979022399873443
24186b0d-598b-4b8e-9555-19ad72883f1a,80,Timmouth,9.54971632170603,16.183317789876472,4.772475742481097,9.179323430115405,80.40705582490322,1.7845697022267444,0.9873674995562569,0.8783802759525904,0.3651856474981666,False,0.7832815244205014,0.9255453910710671
aa25dc4b-6d89-43b5-86fe-e467f919dfc5,38,West Elizabethmouth,4.79764310660874,16.742653931555708,1.6433388062938479,4.1016357901489595,38.40705582490323,0.516410611521081,0.8082506911606306,0.9872025820786701,1.0553227502489568,False,0.7532875850014751,0.9922507152746519
b5367291-39c2-47df-89cb-e53123a419f0,98,Schwartzberg,5.9157667528696845,15.140038730901933,1.0096072601005348,2.9826438249623477,98.40705582490322,1.245069846722131,0.8325228001736557,0.9457945409508525,0.5635146863008519,False,0.839638355481125,0.8742474021793425
ec2d77b0-7427-4513-8c2a-aec6cdeaf402,74,North Thomastown,8.997115899648037,19.067896891077474,1.6933230765104643,9.586506118105124,74.40705582490322,0.15909682072688228,0.9817177247133246,0.9213820928669122,2.278401548967131,False,0.7424462263923662,0.84626420321058
33546255-fd45-4e9b-ba3a-d9f4db04dfa8,19,South Bradberg,6.397960179810987,13.692805034688087,0.8496690731451673,1.5111808719504074,19.40705582490323,0.7404793297914154,0.7689314333691869,0.8636610374665125,1.403712773680047,True,0.9259100949685571,0.9942170390347812
4a1f617f-5297-4b5f-8f20-7e314be89daf,71,North Moniquehaven,8.753776189998332,14.216299157653069,4.604995291459741,5.652451391714246,71.40705582490322,1.5464603970645943,0.814838460805763,0.9804535302377356,2.992029099503571,True,0.7305207339128121,0.9521523930296639
83492b3e-a7ca-4934-b6c8-68bc37e74aa9,11,Timothyborough,3.894109971979921,14.612330754790214,4.249206178444545,5.16023267071259,11.40705582490323,1.8119144657679458,0.8536797139206402,0.8811003542277268,0.6930614477099271,False,0.9120524939745311,0.9222315992244206
6eccb69c-bac9-471f-9aaa-231c1ff84ad8,61,Vasquezmouth,1.560192058146698,17.811544502527322,1.1714059398664827,7.689427950899409,61.40705582490323,1.7444196000414969,0.9447978036829175,0.8300886520727206,0.4341966330070139,True,0.7114820439702643,0.8435467450535324
fe318c31-8ef4-488a-a1c2-b101065ad780,80,Leeburgh,4.2159272760659,11.136022892803421,4.999586661597206,2.7833271070218473,80.40705582490322,0.995566142006529,0.9829312913463771,0.8796918560373794,1.492504981585602,False,0.7218375271506788,0.832369359955253
ef7d7f92-55b1-4673-aeec-b679ffc9651b,42,Keithmouth,4.388668609963956,11.973644053646463,1.9231766130731465,1.7805884192612331,42.40705582490323,1.2382220068781353,0.9849850797899455,0.8083281537651901,0.774536575964238,True,0.7510448055710174,0.9410393723056378
16d11028-54d0-4ff1-b727-b4dedf3f80aa,11,South Jack,4.167399690081943,11.618835037863192,4.335216852722464,2.028808756574606,11.40705582490323,1.7162092688220685,0.7420844529438044,0.8994714395796471,1.7069653800798148,False,0.9351605424051819,0.9848711514559234
c0c22b8a-3f13-46a0-ac6c-67085d9690c8,56,New Sheriton,6.27335739504853,14.803741006395391,2.4156766672648833,4.049748320863692,56.40705582490323,0.2952738554688284,0.9379021555091648,0.8775812040654585,2.8122662185404734,True,0.8913202164329651,0.8571392675907277
50c232ef-31dd-4cdc-adef-0146613eab10,75,Courtneyburgh,2.935932611859225,10.83700216609808,4.778693010624447,6.605499912164075,75.40705582490322,1.7857911925356957,0.958089930864134,0.9956167821940454,2.106883703346907,True,0.9721276964409193,0.8916804504234088
cadcb8be-37da-46fb-a2af-613250dfe5f4,26,Port Kendra,7.7935548820888645,12.030542134049425,4.914985500088646,1.1149709198306694,26.40705582490323,1.0839699291968894,0.8638037834710105,0.8313413963568551,1.9796618083993087,True,0.791332229197227,0.9607497267277203
107bef34-3c2e-4e5b-882c-f74a5a11319f,89,Millerstad,6.385412514610345,5.674005985126006,3.7002898020917248,9.138609650439255,89.40705582490322,1.6113507181195965,0.8829910123604559,0.8712843193003793,2.476174091629116,True,0.9866327103151291,0.8197306425252731
